index,quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,type,free et sulfur dioxid
27,5,0.1900826446280991,0.18666666666666665,0.3493975903614458,0.22085889570552147,0.05823627287853578,0.1423611111111111,0.20609215346057397,0.3228346456692912,0.16292134831460675,0.14492753623188404,0,0.21341463414634146
28,6,0.1900826446280991,0.21999999999999997,0.0,0.015337423312883437,0.08985024958402663,0.12152777777777778,0.08270676691729406,0.417322834645669,0.25280898876404495,0.4057971014492754,0,0.14634146341463414
29,4,0.31404958677685946,0.12000000000000001,0.21686746987951808,0.015337423312883437,0.03826955074875208,0.017361111111111112,0.11355311355311315,0.3228346456692912,0.10112359550561799,0.34782608695652173,0,0.29573170731707316
30,5,0.2479338842975206,0.24,0.12048192771084339,0.2361963190184049,0.09317803660565725,0.20833333333333334,0.22614227877385673,0.30708661417322825,0.1292134831460674,0.08695652173913038,0,0.3719512195121951
31,5,0.42148760330578505,0.33999999999999997,0.2349397590361446,0.02607361963190184,0.14309484193011648,0.01388888888888889,0.22151532677848706,0.49606299212598426,0.20224719101123595,0.3333333333333335,1,0.042682926829268296
32,6,0.2479338842975206,0.12666666666666665,0.18072289156626506,0.19018404907975459,0.0632279534109817,0.2361111111111111,0.191632928475034,0.3307086614173227,0.15730337078651685,0.2318840579710144,0,0.2682926829268293
33,6,0.20661157024793386,0.21333333333333332,0.1927710843373494,0.15337423312883436,0.06655574043261232,0.12847222222222224,0.21187584345479138,0.5748031496062991,0.20786516853932585,0.18840579710144945,0,0.5121951219512195
34,6,0.23140495867768585,0.07333333333333332,0.5963855421686748,0.00920245398773006,0.1880199667221298,0.1527777777777778,0.12512049354154797,0.2755905511811019,0.05056179775280899,0.10144927536231885,0,0.24695121951219512
35,6,0.22314049586776852,0.07333333333333332,0.20481927710843376,0.015337423312883437,0.033277870216305995,0.13194444444444445,0.046847888953152506,0.3700787401574801,0.25842696629213485,0.6521739130434783,0,0.22560975609756098
36,5,0.3223140495867768,0.44666666666666666,0.16265060240963858,0.04907975460122699,0.1680532445923461,0.11458333333333333,0.18372855214960637,0.393700787401575,0.1292134831460674,0.18840579710144945,1,0.15853658536585366
37,5,0.23140495867768585,0.43666666666666665,0.012048192771084338,0.11196319018404909,0.1880199667221298,0.2326388888888889,0.23693850009639306,0.5748031496062991,0.17415730337078655,0.2753623188405798,1,0.16158536585365854
38,5,0.2479338842975206,0.12000000000000001,0.13253012048192772,0.06441717791411042,0.05324459234608968,0.3784722222222222,0.13996529786003364,0.43307086614173196,0.25280898876404495,0.37681159420289845,0,0.25914634146341464
39,5,0.2148760330578512,0.06666666666666667,0.44578313253012053,0.17331288343558282,0.06156405990016639,0.1840277777777778,0.20609215346057397,0.6614173228346458,0.25842696629213485,0.30434782608695654,0,0.3384146341463415
40,6,0.1735537190082645,0.15999999999999998,0.12048192771084339,0.2116564417177914,0.06821963394342763,0.09722222222222221,0.18411413148255207,0.393700787401575,0.10674157303370786,0.3333333333333335,0,0.34146341463414637
41,5,0.5041322314049587,0.43999999999999995,0.16867469879518077,0.03067484662576687,0.11480865224625623,0.06944444444444443,0.20994794679005224,0.4251968503937005,0.16292134831460675,0.26086956521739135,1,0.16158536585365854
42,5,0.28099173553719003,0.05333333333333333,0.15662650602409642,0.09969325153374232,0.07487520798668885,0.1388888888888889,0.18295739348371143,0.5039370078740153,0.1853932584269663,0.30434782608695654,0,0.5487804878048781
43,5,0.3223140495867768,0.3466666666666666,0.0,0.03067484662576687,0.07653910149750416,0.02083333333333333,0.17890881048775853,0.5039370078740153,0.1910112359550562,0.4057971014492754,1,0.009146341463414635
44,5,0.4049586776859503,0.13999999999999996,0.31325301204819284,0.015337423312883437,0.17304492512479205,0.03819444444444444,0.1887410834779253,0.40157480314960603,0.20224719101123595,0.21739130434782616,1,0.06707317073170732
45,7,0.30578512396694213,0.14999999999999997,0.22891566265060243,0.012269938650306747,0.0632279534109817,0.10069444444444443,0.08617698091382309,0.3779527559055116,0.16853932584269665,0.5072463768115942,0,0.18902439024390244
46,7,0.2975206611570248,0.07333333333333332,0.18072289156626506,0.18711656441717792,0.07321131447587355,0.16493055555555555,0.22151532677848706,0.3149606299212597,0.15168539325842695,0.1594202898550725,0,0.4893292682926829
47,6,0.25619834710743805,0.12000000000000001,0.1746987951807229,0.05521472392638037,0.05657237936772046,0.1111111111111111,0.05957200694042797,0.3307086614173227,0.05056179775280899,0.6521739130434783,0,0.23780487804878048
48,5,0.31404958677685946,0.2533333333333333,0.06626506024096386,0.03067484662576687,0.11647254575707154,0.03819444444444444,0.18681318681318615,0.3700787401574801,0.19662921348314605,0.28985507246376807,1,0.10365853658536586
49,6,0.5289256198347106,0.30666666666666664,0.22289156626506026,0.22699386503067484,0.34109816971713813,0.1875,0.3196452670136871,0.34645669291338566,0.30898876404494385,0.14492753623188404,1,0.11280487804878048
50,6,0.5702479338842974,0.21333333333333332,0.2891566265060241,0.023006134969325156,0.19301164725457573,0.048611111111111105,0.20994794679005224,0.22834645669291298,0.3314606741573034,0.24637681159420288,1,0.09451219512195122
51,6,0.3801652892561983,0.18666666666666665,0.21686746987951808,0.16104294478527606,0.03826955074875208,0.06944444444444443,0.1160593792172726,0.16535433070866112,0.09550561797752811,0.7246376811594204,0,0.32926829268292684
52,6,0.28099173553719003,0.13999999999999996,0.24096385542168677,0.19938650306748465,0.059900166389351084,0.22569444444444445,0.20416425679583838,0.26771653543307083,0.20786516853932585,0.2318840579710144,0,0.49390243902439024
53,7,0.23140495867768585,0.13999999999999996,0.1746987951807229,0.018404907975460124,0.044925124792013306,0.12847222222222224,0.020821283979177707,0.26771653543307083,0.11235955056179776,0.826086956521739,0,0.18597560975609756
54,8,0.2644628099173554,0.3,0.25903614457831325,0.08435582822085888,0.033277870216305995,0.017361111111111112,0.07846539425486654,0.26771653543307083,0.15730337078651685,0.6521739130434783,0,0.20426829268292682
55,7,0.3471074380165289,0.09333333333333334,0.2530120481927711,0.21472392638036808,0.05823627287853578,0.1527777777777778,0.2542895700790453,0.3700787401574801,0.2640449438202247,0.08695652173913038,0,0.35060975609756095
56,6,0.2148760330578512,0.19999999999999996,0.12048192771084339,0.07208588957055215,0.17970049916805308,0.19444444444444445,0.14420667052246117,0.393700787401575,0.11797752808988764,0.21739130434782616,0,0.36890243902439024
57,6,0.19834710743801653,0.15999999999999998,0.27108433734939763,0.035276073619631906,0.033277870216305995,0.12499999999999999,0.055330634278004,0.40157480314960603,0.2134831460674157,0.63768115942029,0,0.16463414634146342
58,4,0.18181818181818177,0.16666666666666669,0.1927710843373494,0.18865030674846625,0.07487520798668885,0.017361111111111112,0.16599190283400844,0.44094488188976344,0.1910112359550562,0.5072463768115942,1,0.3170731707317073
59,5,0.2148760330578512,0.21999999999999997,0.006024096385542169,0.08435582822085888,0.064891846921797,0.06597222222222222,0.12550607287449367,0.35433070866141714,0.11235955056179776,0.28985507246376807,0,0.14329268292682926
60,7,0.19834710743801653,0.13999999999999996,0.1927710843373494,0.046012269938650305,0.028286189683860236,0.13194444444444445,0.04029304029304015,0.44881889763779537,0.08426966292134831,0.7391304347826086,0,0.2926829268292683
61,5,0.14876033057851235,0.1433333333333333,0.12048192771084339,0.024539877300613498,0.06655574043261232,0.059027777777777776,0.128590707538077,0.3700787401574801,0.25842696629213485,0.28985507246376807,0,0.34451219512195125
62,6,0.20661157024793386,0.12000000000000001,0.2530120481927711,0.09969325153374232,0.059900166389351084,0.21180555555555555,0.16059379217274028,0.3622047244094486,0.17415730337078655,0.21739130434782616,0,0.43902439024390244
63,7,0.371900826446281,0.13333333333333336,0.2891566265060241,0.023006134969325156,0.13976705490848587,0.017361111111111112,0.13437439753229086,0.4094488188976375,0.2247191011235955,0.63768115942029,1,0.009146341463414635
64,5,0.512396694214876,0.23333333333333328,0.1987951807228916,0.03220858895705522,0.14309484193011648,0.09374999999999999,0.21765953344900524,0.3779527559055116,0.25842696629213485,0.28985507246376807,1,0.17682926829268292
65,6,0.19834710743801653,0.16666666666666669,0.24698795180722893,0.24846625766871167,0.04658901830282862,0.19791666666666666,0.22575669944091104,0.40157480314960603,0.19662921348314605,0.2028985507246377,0,0.34146341463414637
66,6,0.1900826446280991,0.05333333333333333,0.22289156626506026,0.007668711656441719,0.036605657237936774,0.12499999999999999,0.0981299402352036,0.5196850393700787,0.20224719101123595,0.3623188405797102,0,0.17378048780487804
67,6,0.2148760330578512,0.15999999999999998,0.18674698795180725,0.019938650306748466,0.04658901830282862,0.11458333333333333,0.055716213610949694,0.25196850393700787,0.1292134831460674,0.5507246376811596,0,0.27134146341463417
68,4,0.2148760330578512,0.17333333333333334,0.12048192771084339,0.21932515337423314,0.08485856905158069,0.12499999999999999,0.21573163678426965,0.30708661417322825,0.1292134831460674,0.14492753623188404,0,0.3719512195121951
69,6,0.2644628099173554,0.4066666666666666,0.0,0.019938650306748466,0.17470881863560736,0.006944444444444444,0.1783304414883382,0.4803149606299213,0.2134831460674157,0.24637681159420288,1,0.012195121951219513
70,4,0.20661157024793386,0.3466666666666666,0.26506024096385544,0.15950920245398773,0.06821963394342763,0.1701388888888889,0.1945247734721427,0.35433070866141714,0.19662921348314605,0.18840579710144945,0,0.5853658536585366
71,8,0.2479338842975206,0.07333333333333332,0.1927710843373494,0.09892638036809816,0.016638935108153077,0.1840277777777778,0.12319259687680884,0.40157480314960603,0.08426966292134831,0.4492753623188406,0,0.39939024390243905
72,6,0.23140495867768585,0.20666666666666667,0.2349397590361446,0.17331288343558282,0.07986688851913479,0.1736111111111111,0.219780219780219,0.4094488188976375,0.16292134831460675,0.1304347826086958,0,0.5091463414634146
73,6,0.3801652892561983,0.09999999999999999,0.29518072289156627,0.11042944785276074,0.043261231281198013,0.07291666666666666,0.12319259687680884,0.23622047244094446,0.06741573033707866,0.5797101449275364,0,0.21341463414634146
74,7,0.18181818181818177,0.013333333333333336,0.14457831325301204,0.007668711656441719,0.05324459234608968,0.048611111111111105,0.10776942355889929,0.6850393700787398,0.2191011235955056,0.3333333333333335,0,0.14329268292682926
75,6,0.1900826446280991,0.06666666666666667,0.22891566265060243,0.02607361963190184,0.039933444259567394,0.09374999999999999,0.04839020628494595,0.3307086614173227,0.15168539325842695,0.63768115942029,0,0.24390243902439024
76,5,0.28099173553719003,0.10666666666666665,0.24096385542168677,0.2645705521472393,0.06655574043261232,0.1701388888888889,0.24850588008482788,0.47244094488188937,0.11235955056179776,0.2318840579710144,0,0.4024390243902439
77,4,0.11570247933884298,0.21666666666666667,0.09036144578313253,0.013036809815950921,0.048252911813643926,0.03125,0.07981492192018536,0.6141732283464565,0.10112359550561799,0.5217391304347825,0,0.09451219512195122
78,6,0.18181818181818177,0.10666666666666665,0.20481927710843376,0.006134969325153375,0.044925124792013306,0.17708333333333334,0.07441681125891719,0.5511811023622046,0.12359550561797754,0.5,0,0.3932926829268293
79,7,0.19834710743801653,0.08,0.15662650602409642,0.007668711656441719,0.0632279534109817,0.1423611111111111,0.08617698091382309,0.5826771653543306,0.2134831460674157,0.4347826086956521,0,0.22560975609756098
80,5,0.39669421487603296,0.18666666666666665,0.15662650602409642,0.16104294478527606,0.03494176372712146,0.14756944444444445,0.1482552535184105,0.22834645669291298,0.15168539325842695,0.5797101449275364,0,0.3795731707317073
81,6,0.3223140495867768,0.14666666666666667,0.20481927710843376,0.00920245398773006,0.064891846921797,0.010416666666666666,0.07191054559475774,0.34645669291338566,0.06741573033707866,0.5942028985507246,0,0.34146341463414637
82,6,0.2479338842975206,0.05333333333333333,0.21686746987951808,0.010736196319018405,0.0415973377703827,0.10763888888888888,0.06689801426643527,0.2204724409448815,0.20224719101123595,0.4782608695652175,0,0.19207317073170732
83,5,0.30578512396694213,0.33333333333333326,0.018072289156626505,0.05368098159509202,0.11813643926788688,0.09027777777777778,0.16984769616348672,0.2204724409448815,0.14044943820224715,0.17391304347826075,1,0.04878048780487805
84,5,0.15702479338842973,0.4099999999999999,0.03614457831325301,0.09509202453987729,0.054908485856905165,0.027777777777777776,0.13900134952766408,0.5511811023622046,0.12359550561797754,0.3188405797101448,0,0.21951219512195122
85,5,0.25619834710743805,0.13333333333333336,0.22289156626506026,0.1303680981595092,0.04658901830282862,0.05208333333333333,0.1482552535184105,0.24409448818897594,0.1797752808988764,0.4492753623188406,0,0.17378048780487804
86,6,0.20661157024793386,0.06000000000000001,0.2530120481927711,0.03374233128834356,0.03161397670549068,0.1527777777777778,0.07113938692886279,0.417322834645669,0.11797752808988764,0.5507246376811596,0,0.1798780487804878
87,7,0.09917355371900827,0.12666666666666665,0.1927710843373494,0.0598159509202454,0.03826955074875208,0.19791666666666666,0.047233468286101754,0.5590551181102361,0.05056179775280899,0.6666666666666667,0,0.3567073170731707
88,6,0.4545454545454546,0.18666666666666665,0.2349397590361446,0.013803680981595092,0.11813643926788688,0.1388888888888889,0.181415076151918,0.5748031496062991,0.28651685393258425,0.42028985507246386,1,0.03353658536585366
89,7,0.31404958677685946,0.15333333333333332,0.14457831325301204,0.018404907975460124,0.04658901830282862,0.13194444444444445,0.08077887025255492,0.24409448818897594,0.12359550561797754,0.5507246376811596,0,0.32926829268292684
90,6,0.2644628099173554,0.4066666666666666,0.04216867469879519,0.02914110429447853,0.13643926788685526,0.048611111111111105,0.16599190283400844,0.5039370078740153,0.2134831460674157,0.4782608695652175,1,0.009146341463414635
91,6,0.20661157024793386,0.11333333333333333,0.13253012048192772,0.04141104294478527,0.064891846921797,0.1388888888888889,0.10507036822826166,0.3307086614173227,0.15730337078651685,0.3623188405797102,0,0.3567073170731707
92,6,0.6694214876033058,0.20666666666666667,0.41566265060240964,0.03374233128834356,0.14309484193011648,0.05555555555555555,0.23693850009639306,0.2834645669291338,0.2191011235955056,0.4057971014492754,1,0.04573170731707317
93,5,0.2727272727272727,0.12000000000000001,0.11445783132530121,0.1165644171779141,0.06988352745424292,0.18055555555555555,0.1713900134952766,0.3307086614173227,0.16853932584269665,0.24637681159420288,0,0.39939024390243905
94,6,0.25619834710743805,0.15333333333333332,0.1987951807228916,0.18558282208588955,0.048252911813643926,0.1111111111111111,0.15982263350684178,0.23622047244094446,0.2415730337078652,0.34782608695652173,0,0.24390243902439024
95,6,0.30578512396694213,0.12000000000000001,0.18674698795180725,0.015337423312883437,0.03826955074875208,0.12152777777777778,0.06419895893580119,0.1811023622047241,0.11797752808988764,0.5652173913043479,0,0.21341463414634146
96,6,0.2479338842975206,0.07333333333333332,0.3493975903614458,0.2085889570552147,0.048252911813643926,0.1736111111111111,0.2003084634663601,0.29921259842519676,0.14606741573033705,0.2318840579710144,0,0.3353658536585366
97,5,0.2975206611570248,0.19999999999999996,0.16265060240963858,0.1058282208588957,0.05324459234608968,0.0798611111111111,0.15885868517447577,0.3385826771653542,0.11797752808988764,0.28985507246376807,0,0.4054878048780488
98,6,0.2479338842975206,0.47,0.0,0.02760736196319018,0.15806988352745427,0.04513888888888888,0.18295739348371143,0.6141732283464565,0.1853932584269663,0.3913043478260869,1,0.039634146341463415
99,5,0.1900826446280991,0.10666666666666665,0.18072289156626506,0.013803680981595092,0.059900166389351084,0.07291666666666666,0.09427414690572533,0.44881889763779537,0.1797752808988764,0.34782608695652173,0,0.10975609756097562
100,6,0.38842975206611563,0.11333333333333333,0.16265060240963858,0.06288343558282208,0.036605657237936774,0.10416666666666666,0.0981299402352036,0.21259842519685002,0.06179775280898876,0.5797101449275364,0,0.17682926829268292
101,7,0.2148760330578512,0.15333333333333332,0.22891566265060243,0.035276073619631906,0.048252911813643926,0.0625,0.07885097358781579,0.3385826771653542,0.07303370786516854,0.4347826086956521,0,0.24390243902439024
102,5,0.3223140495867768,0.14666666666666667,0.2530120481927711,0.21012269938650308,0.059900166389351084,0.1527777777777778,0.2311548101021792,0.34645669291338566,0.2303370786516854,0.17391304347826075,0,0.5030487804878049
103,6,0.18181818181818177,0.07333333333333332,0.1746987951807229,0.00920245398773006,0.06156405990016639,0.09722222222222221,0.06207827260459098,0.3779527559055116,0.17415730337078655,0.4782608695652175,0,0.18292682926829268
104,7,0.2727272727272727,0.12666666666666665,0.16265060240963858,0.15030674846625766,0.05324459234608968,0.08680555555555555,0.12030075187970013,0.23622047244094446,0.16853932584269665,0.5072463768115942,0,0.25914634146341464
105,5,0.14049586776859502,0.026666666666666658,0.1987951807228916,0.006134969325153375,0.048252911813643926,0.07638888888888888,0.08733371891266728,0.40157480314960603,0.1292134831460674,0.26086956521739135,0,0.3201219512195122
106,6,0.3471074380165289,0.12666666666666665,0.1987951807228916,0.00920245398773006,0.06821963394342763,0.1388888888888889,0.05610179294389894,0.20472440944881853,0.1292134831460674,0.63768115942029,0,0.1798780487804878
107,5,0.1900826446280991,0.18666666666666665,0.24698795180722893,0.2875766871165644,0.1014975041597338,0.22916666666666666,0.2712550607287447,0.5118110236220472,0.17415730337078655,0.1594202898550725,0,0.4176829268292683
108,6,0.2148760330578512,0.09999999999999999,0.22289156626506026,0.11196319018404909,0.06821963394342763,0.2048611111111111,0.14979757085020395,0.09448818897637778,0.15168539325842695,0.18840579710144945,0,0.2652439024390244
109,5,0.3305785123966941,0.13333333333333336,0.13253012048192772,0.012269938650306747,0.0782029950083193,0.0798611111111111,0.14054366685945752,0.4251968503937005,0.14606741573033705,0.21739130434782616,0,0.31402439024390244
110,6,0.2148760330578512,0.14666666666666667,0.21686746987951808,0.02147239263803681,0.07154742096505824,0.059027777777777776,0.10834779255831961,0.5039370078740153,0.17415730337078655,0.3623188405797102,0,0.36585365853658536
111,6,0.28925619834710736,0.23333333333333328,0.14457831325301204,0.02914110429447853,0.11480865224625623,0.09027777777777778,0.18064391748602304,0.6771653543307088,0.20786516853932585,0.4492753623188406,1,0.11280487804878048
112,6,0.33884297520661155,0.16666666666666669,0.24698795180722893,0.013803680981595092,0.0782029950083193,0.017361111111111112,0.13206092153460602,0.43307086614173196,0.2752808988764045,0.4347826086956521,1,0.07926829268292684
113,6,0.2148760330578512,0.05333333333333333,0.2530120481927711,0.006134969325153375,0.044925124792013306,0.09722222222222221,0.07113938692886279,0.34645669291338566,0.16853932584269665,0.4347826086956521,0,0.24695121951219512
114,5,0.09090909090909094,0.16999999999999998,0.08433734939759038,0.010736196319018405,0.044925124792013306,0.2361111111111111,0.09658762290341372,0.5748031496062991,0.1348314606741573,0.35748792270531893,0,0.2926829268292683
115,6,0.16528925619834706,0.04666666666666666,0.1927710843373494,0.00920245398773006,0.04658901830282862,0.04513888888888888,0.08212839791787019,0.35433070866141714,0.15730337078651685,0.3188405797101448,0,0.31097560975609756
116,5,0.4545454545454546,0.15999999999999998,0.3433734939759036,0.02147239263803681,0.10815307820299501,0.09027777777777778,0.1887410834779253,0.4251968503937005,0.3202247191011236,0.3913043478260869,1,0.10670731707317074
117,6,0.1735537190082645,0.12000000000000001,0.1746987951807229,0.0736196319018405,0.06156405990016639,0.11458333333333333,0.09890109890109855,0.393700787401575,0.10674157303370786,0.49275362318840576,0,0.24085365853658536
118,6,0.3305785123966941,0.23333333333333328,0.29518072289156627,0.19018404907975459,0.039933444259567394,0.12499999999999999,0.16175053017158447,0.3149606299212597,0.07303370786516854,0.4782608695652175,0,0.3597560975609756
119,7,0.23966942148760328,0.11333333333333333,0.1987951807228916,0.035276073619631906,0.07986688851913479,0.17708333333333334,0.1212647002120697,0.2204724409448815,0.14606741573033705,0.21739130434782616,0,0.3597560975609756
120,7,0.14876033057851235,0.18,0.24096385542168677,0.08742331288343558,0.021630615640599003,0.07638888888888888,0.0981299402352036,0.6299212598425195,0.15730337078651685,0.5217391304347825,0,0.45121951219512196
121,5,0.09917355371900827,0.10666666666666665,0.11445783132530121,0.06748466257668712,0.05657237936772046,0.05555555555555555,0.14015808752650827,0.7322834645669292,0.19662921348314605,0.28985507246376807,0,0.24695121951219512
122,8,0.2479338842975206,0.10666666666666665,0.1746987951807229,0.02147239263803681,0.05823627287853578,0.048611111111111105,0.10044341623288844,0.38582677165354307,0.2359550561797753,0.34782608695652173,0,0.23780487804878048
123,6,0.38842975206611563,0.08666666666666666,0.15662650602409642,0.1326687116564417,0.0415973377703827,0.25,0.14247156352419665,0.24409448818897594,0.08426966292134831,0.49275362318840576,0,0.20121951219512196
124,7,0.15702479338842973,0.15999999999999998,0.22891566265060243,0.06365030674846625,0.039933444259567394,0.07638888888888888,0.07499518025833751,0.5354330708661417,0.11235955056179776,0.5507246376811596,0,0.2073170731707317
125,5,0.4380165289256197,0.46333333333333326,0.13253012048192772,0.024539877300613498,0.11647254575707154,0.03819444444444444,0.20223636013109925,0.34645669291338566,0.16292134831460675,0.2318840579710144,1,0.10060975609756098
126,7,0.36363636363636354,0.04666666666666666,0.2891566265060241,0.03220858895705522,0.07154742096505824,0.0798611111111111,0.1521110468478888,0.5984251968503935,0.1292134831460674,0.42028985507246386,0,0.4969512195121951
127,5,0.5454545454545454,0.3733333333333333,0.14457831325301204,0.03374233128834356,0.15973377703826958,0.09722222222222221,0.2446500867553496,0.393700787401575,0.25280898876404495,0.2753623188405798,1,0.06402439024390244
128,6,0.20661157024793386,0.12666666666666665,0.22289156626506026,0.11196319018404909,0.0632279534109817,0.19791666666666666,0.16020821283979103,0.35433070866141714,0.14606741573033705,0.21739130434782616,0,0.46951219512195125
129,6,0.22314049586776852,0.06000000000000001,0.18674698795180725,0.013803680981595092,0.05324459234608968,0.11458333333333333,0.07345286292654762,0.25196850393700787,0.1348314606741573,0.3623188405797102,0,0.25609756097560976
130,6,0.3801652892561983,0.08,0.22891566265060243,0.17177914110429449,0.07653910149750416,0.1736111111111111,0.2562174667437809,0.47244094488188937,0.33707865168539325,0.1304347826086958,0,0.35365853658536583
131,5,0.2644628099173554,0.27999999999999997,0.15060240963855423,0.02147239263803681,0.1014975041597338,0.006944444444444444,0.17717370348949402,0.40157480314960603,0.2303370786516854,0.17391304347826075,1,0.04878048780487805
132,6,0.2727272727272727,0.09333333333333334,0.1927710843373494,0.25,0.0782029950083193,0.16666666666666666,0.2446500867553496,0.49606299212598426,0.08988764044943821,0.2318840579710144,0,0.3231707317073171
